,Spfy,Galaxy,BAP,PATRIC,,
Database,Blazegraph,PostgreSQL,MySQL + File System,MongoDB + Shock,,
Type,Graph,SQL,SQL + File System,NoSQL,,
Focus,Integrated Analyses,Workflow Technology,Batch Analysis,Integrated Analyses,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
